district,area,chamber,market,building,floor,building_floors,construction_year,standard,property,window,heating,url,rent,price
 Praga-Północ,38.78,1,pierwotny,blok,4.0,,,,,,,https://www.otodom.pl/oferta/sierakowskiego-4-258-ID426xJ.html#81298eebdd,,
 Wawer,48.02,2,wtórny,blok,2.0,3.0,2014.0,do zamieszkania,,,,https://www.otodom.pl/oferta/2-pokoje-48m2-w-wa-anin-blisko-skm-bezposrednio-ID43rGa.html#81298eebdd,,530000.0
 Bielany,63.2,2,wtórny,blok,3.0,4.0,1999.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-na-bielanach-rok-budowy-1999-ID43tOu.html#81298eebdd,435.0,570000.0
 Wilanów,95.0,3,wtórny,apartamentowiec,,2.0,2018.0,,,,,https://www.otodom.pl/oferta/unikalny-3-pokojowy-apartament-wilanow-ID43rEW.html#81298eebdd,,1090000.0
 Mokotów,70.0,3,wtórny,apartamentowiec,7.0,7.0,2012.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/top-floor-7-pietro-taras-29m2-cisza-i-prywatnosc-ID43tOL.html#81298eebdd,500.0,799000.0
 Ochota,72.0,3,wtórny,kamienica,3.0,4.0,1933.0,,,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-72-m-warszawa-ID43tQH.html#6b0178d9fc,,830000.0
 Wola,54.11,3,wtórny,blok,3.0,6.0,2011.0,,,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-54-11-m-warszawa-ID43tQU.html#6b0178d9fc,,699999.0
 Praga-Południe,73.0,6,wtórny,blok,6.0,10.0,,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/6-pokoi-na-wynajem-inwestycyjne-goclaw-ID43rIh.html#6b0178d9fc,685.0,779000.0
 Praga-Południe,34.35,1,wtórny,blok,,10.0,1974.0,,,plastikowe,,https://www.otodom.pl/oferta/do-generalnego-remontu-ID43tRh.html#6b0178d9fc,450.0,299000.0
 Wola,21.0,1,wtórny,,3.0,4.0,1960.0,,pełna własność,,,https://www.otodom.pl/oferta/po-remoncieniski-blokceglaozarowska-ID43lq9.html#6b0178d9fc,250.0,305000.0
 Mokotów,45.2,2,pierwotny,apartamentowiec,4.0,6.0,2020.0,do wykończenia,pełna własność,,miejskie,https://www.otodom.pl/oferta/nowe-mieszkanie-mokotow-inwestycja-moje-miejsce-ID43tR4.html#6b0178d9fc,,515000.0
 Ochota,85.0,3,pierwotny,kamienica,1.0,4.0,1924.0,do zamieszkania,pełna własność,plastikowe,elektryczne,https://www.otodom.pl/oferta/sprzedam-bezposrednio-85m2-na-starej-ochocie-ID43rI3.html#6b0178d9fc,225.0,1100000.0
 Praga-Południe,61.75,3,wtórny,blok,8.0,16.0,2002.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-61-75-m-warszawa-ID4327z.html#6b0178d9fc,750.0,545000.0
 Praga-Południe,41.72,2,pierwotny,blok,0.0,4.0,2021.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/nowe-praga-poludnie-2-pokoje-taras-2021-ID43tRn.html#6b0178d9fc,9.0,340018.0
 Ochota,36.0,3,wtórny,blok,3.0,3.0,1970.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/bezposrednio-ochota-3-pok-8-9-roi-wum-pw-aps-uw-ID43kIt.html#6b0178d9fc,400.0,460000.0
 Mokotów,60.0,2,wtórny,blok,1.0,4.0,1978.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/sprzedam-60-mkw-mokotow-bezposrednio-ID43kFK.html#6b0178d9fc,630.0,550000.0
 Mokotów,52.03,2,wtórny,apartamentowiec,4.0,5.0,2014.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/piekny-apartament-warszawa-mokotow-sadyba-ID41sie.html#6b0178d9fc,566.0,630000.0
 Bemowo,64.9,3,wtórny,blok,2.0,10.0,1981.0,do remontu,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pokoje-64-9-m2-na-bemowie-bezposrednio-ID43tSp.html#6b0178d9fc,590.0,497000.0
 Praga-Południe,94.3,4,wtórny,apartamentowiec,6.0,7.0,2001.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/4-pokoje-95-m-praga-pld-ID42VDA.html#6b0178d9fc,960.0,810000.0
 Bielany,45.7,2,wtórny,blok,10.0,10.0,1971.0,,spółdzielcze własnościowe,,miejskie,https://www.otodom.pl/oferta/dwa-pokoje-na-bielanach-ID43tRY.html#6b0178d9fc,,435000.0
 Praga-Południe,38.88,2,pierwotny,blok,1.0,4.0,2021.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/praga-poludnie-nowe-3-pokoje-balkon-38-88m2-2021-ID43tSA.html#6b0178d9fc,9.0,336312.0
 Żoliborz,50.58,2,pierwotny,,5.0,10.0,2021.0,,,,miejskie,https://www.otodom.pl/oferta/dobra-inwestycjawysoki-standard-lubiane-miejsce-ID43tTt.html#6b0178d9fc,,684715.0
 Centrum,50.0,4,wtórny,,0.0,,,,,,,https://www.otodom.pl/oferta/mieszkanie-pl-trzech-krzyzy-ID43tTa.html#6b0178d9fc,,610000.0
 Centrum,58.0,3,wtórny,blok,0.0,,,,,,,https://www.otodom.pl/oferta/mieszkanie-ul-dobra-ID43tTb.html#6b0178d9fc,650.0,650000.0
 Ursus,58.23,3,pierwotny,,1.0,2.0,2020.0,,,,,https://www.otodom.pl/oferta/swietny-rozkladsalon-na-dole-sypialnie-na-pietrze-ID43tTy.html#6b0178d9fc,,470155.0
 Ursynów,119.3,5,wtórny,blok,3.0,3.0,1998.0,do zamieszkania,spółdzielcze własnościowe,drewniane,miejskie,https://www.otodom.pl/oferta/pietrowe-mieszkanie-na-kabatach-5-min-do-metra-ID43gqI.html#6b0178d9fc,1.0,1420000.0
 Wilanów,84.41,4,pierwotny,,2.0,2.0,2020.0,,,,,https://www.otodom.pl/oferta/juz-oddane-kameralna-bezpieczna-okolica-ostatnie-ID43tTF.html#6b0178d9fc,,737743.0
 Białołęka,43.15,2,pierwotny,,5.0,,2022.0,,,,miejskie,https://www.otodom.pl/oferta/10-min-do-m1-marymontwszystko-na-miejscu-ID43tTC.html#6b0178d9fc,,351900.0
 Żoliborz,69.77,3,pierwotny,,6.0,10.0,2021.0,,,,miejskie,https://www.otodom.pl/oferta/jasneustawnew-srodku-miastaswietna-lokalizacja-ID43tTu.html#6b0178d9fc,,890999.0
 Mokotów,45.2,2,pierwotny,blok,3.0,5.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pokoje-na-mokotowie-atrakcyjny-system-platnosci-ID40ORE.html#6b0178d9fc,,489000.0
 Bemowo,61.85,3,pierwotny,,5.0,5.0,2019.0,,,,,https://www.otodom.pl/oferta/juz-oddaneostatnie-dostepne-dobrze-zlokalizowane-ID43tTK.html#6b0178d9fc,,524000.0
 Wola,23.0,1,wtórny,apartamentowiec,9.0,14.0,2019.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/inwestycyjnie-faktura-metro-sgh-uw-widok-na-cen-ID43tUp.html#6b0178d9fc,200.0,344000.0
 Wola,37.0,2,wtórny,apartamentowiec,8.0,14.0,2019.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/inwestycyjnie-faktura-metro-sgh-uw-widok-na-cen-ID43tUW.html#6b0178d9fc,350.0,500000.0
 Bielany,37.0,2,wtórny,blok,0.0,10.0,1971.0,do zamieszkania,spółdzielcze własnościowe,plastikowe,,https://www.otodom.pl/oferta/dwa-pokoje-na-bielanach-gotowe-do-wprowadzenia-ID43tW4.html#6b0178d9fc,460.0,369000.0
 Mokotów,36.79,2,pierwotny,,4.0,10.0,2021.0,,,,miejskie,https://www.otodom.pl/oferta/rozkladowe-2-pokblisko-lotniskaidealna-inwestycj-ID43tTH.html#6b0178d9fc,,462844.0
 Bielany,42.6,2,wtórny,blok,5.0,10.0,,do zamieszkania,spółdzielcze własnościowe,plastikowe,miejskie,https://www.otodom.pl/oferta/dwa-pokoje-42-6-m-po-remoncie-bezposrednio-ID43tNo.html#6b0178d9fc,420.0,420000.0
 Śródmieście,84.0,4,wtórny,blok,6.0,8.0,1993.0,do zamieszkania,pełna własność,drewniane,,https://www.otodom.pl/oferta/czteropokojowe-wygodne-komfortowe-w-centrum-ID43tW5.html#6b0178d9fc,800.0,1140000.0
 Praga-Południe,39.9,1,wtórny,kamienica,2.0,2.0,1960.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/kawalerka-z-balkonem-na-saskiej-kepie-ID43tWk.html#6b0178d9fc,,570000.0
 Mokotów,34.0,2,wtórny,apartamentowiec,1.0,5.0,2019.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/inwestycyjnie-faktura-2019-metro-galeria-mokotow-ID43tWu.html#6b0178d9fc,300.0,399900.0
 Targówek,54.0,3,wtórny,blok,3.0,10.0,1976.0,,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/3-pokoje-po-remoncie-metro-targowek-ID43tWt.html#6b0178d9fc,500.0,495000.0
 Praga-Południe,37.0,1,wtórny,blok,7.0,12.0,1981.0,do zamieszkania,,plastikowe,miejskie,https://www.otodom.pl/oferta/37-metrowa-kawalerka-na-grochowie-dobra-cena-ID43tW9.html#6b0178d9fc,,320000.0
 Białołęka,51.47,3,wtórny,blok,3.0,3.0,2002.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/3-pokoje-z-loggia-piwnica-miejscem-parkingowym-ID43tWh.html#6b0178d9fc,507.0,430000.0
 Białołęka,44.5,2,wtórny,blok,1.0,3.0,2004.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-44-50-m-warszawa-ID43tWj.html#6b0178d9fc,346.0,320000.0
 Wola,82.0,4,wtórny,blok,3.0,9.0,1996.0,do zamieszkania,spółdzielcze własnościowe,drewniane,miejskie,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-na-woli-ID43tWv.html#6b0178d9fc,800.0,865200.0
 Białołęka,76.0,3,wtórny,blok,0.0,3.0,2003.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-76-m-warszawa-ID43tWg.html#6b0178d9fc,,590000.0
 Praga-Południe,48.0,2,wtórny,blok,2.0,10.0,,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pokoje-w-sercu-pragi-poludnie-ID43tWz.html#6b0178d9fc,,420000.0
 Mokotów,118.0,4,pierwotny,apartamentowiec,1.0,2.0,2020.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mokotow-4-pokoje-pow-119-m2-swietna-oferta-bez-ID43tWB.html#6b0178d9fc,,1761052.0
 Bemowo,50.0,3,wtórny,apartamentowiec,1.0,3.0,2013.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/przestronne-mieszkanie-przy-pkp-golabki-ID43tWG.html#6b0178d9fc,550.0,459000.0
 Bemowo,116.0,4,wtórny,blok,3.0,,,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/dwupoziomowy-apartament-na-bemowie-ID43tWx.html#6b0178d9fc,,849000.0
 Mokotów,153.0,5,pierwotny,blok,2.0,,,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mokotow-5-pokoi-pow-153-m2-idealna-oferta-bez-ID43tWA.html#6b0178d9fc,,2297217.0
 Mokotów,106.0,3,pierwotny,apartamentowiec,1.0,2.0,2020.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mokotow-3-pokoje-pow-106-m2-swietna-oferta-bez-ID43tWH.html#6b0178d9fc,,1562904.0
 Mokotów,94.0,3,pierwotny,apartamentowiec,2.0,2.0,2020.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mokotow-3-pokoje-pow-94-m2-bardzo-dobra-oferta-ID43tWO.html#6b0178d9fc,,1384005.0
 Wilanów,60.0,2,wtórny,apartamentowiec,3.0,,,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pokoje-60m-na-wilanowie-ID43tWY.html#6b0178d9fc,,725000.0
 Bemowo,87.0,3,wtórny,blok,3.0,4.0,2009.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/duze-piekne-mieszkanie-na-bemowie-ID43tV7.html#6b0178d9fc,880.0,950000.0
 Praga-Południe,56.0,2,wtórny,apartamentowiec,5.0,10.0,2009.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/2-pokoje-przy-atrium-promenada-ID43tV8.html#6b0178d9fc,,678000.0
 Bemowo,67.0,3,wtórny,blok,3.0,6.0,2012.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-67-m-warszawa-ID43tV6.html#6b0178d9fc,650.0,775000.0
 Ursus,45.0,2,wtórny,blok,5.0,7.0,2001.0,do zamieszkania,pełna własność,plastikowe,inne,https://www.otodom.pl/oferta/2-pokojowe-w-ursusie-na-osiedlu-strzezonym-ID43tV1.html#6b0178d9fc,600.0,314000.0
 Bemowo,54.0,2,wtórny,blok,1.0,4.0,2006.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/pieknie-zaaranzowane-mieszkanie-z-ogrodkiem-ID43tV4.html#6b0178d9fc,500.0,570000.0
 Włochy,54.0,2,wtórny,blok,0.0,,,do zamieszkania,spółdzielcze własnościowe,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-54-m-warszawa-ID43tV5.html#6b0178d9fc,,460000.0
 Śródmieście,68.0,2,wtórny,kamienica,0.0,6.0,1930.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/stylowy-apartament-w-kamienicy-przy-ul-wilczej-ID41TpZ.html#6b0178d9fc,,890000.0
 Wola,39.0,2,wtórny,kamienica,2.0,4.0,1950.0,,spółdzielcze wł. z KW,,miejskie,https://www.otodom.pl/oferta/mieszkanie-do-remontu-na-warszawskim-muranowie-ID43jtz.html#6b0178d9fc,,448500.0
 Praga-Północ,39.0,2,pierwotny,apartamentowiec,4.0,5.0,2020.0,,,,miejskie,https://www.otodom.pl/oferta/marzec-2020-2-pokoje-5-minut-spacerem-do-metra-ID42ZVd.html#9baf42a8e6,,392000.0
 Wola,54.0,2,wtórny,blok,4.0,7.0,2005.0,do remontu,pełna własność,,miejskie,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-na-woli-ul-zawiszy-mlynow-ID42Djz.html#6b0178d9fc,600.0,550000.0
 Wilanów,48.0,2,pierwotny,apartamentowiec,2.0,4.0,2019.0,do wykończenia,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/bezposrednio-2-pokoje-w-miasteczku-wilanow-cesja-ID43kzg.html#6b0178d9fc,380.0,451000.0
 Ursus,42.0,2,pierwotny,blok,3.0,7.0,2020.0,,,,miejskie,https://www.otodom.pl/oferta/2-pokoje-z-widna-kuchnia-oddanie-za-rok-ID43o1B.html#9baf42a8e6,,345000.0
 Bielany,66.16,3,wtórny,apartamentowiec,10.0,10.0,2016.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/warszawa-bielany-slodowiec-ul-stefana-zeromsk-ID42C2n.html#6b0178d9fc,550.0,926000.0
 Wola,62.67,3,pierwotny,apartamentowiec,2.0,12.0,2021.0,,pełna własność,,miejskie,https://www.otodom.pl/oferta/3-pok-w-apartamentowcu-blisko-ronda-daszynskiego-ID43bz3.html#9baf42a8e6,,595365.0
 Praga-Północ,57.0,2,wtórny,kamienica,0.0,4.0,1954.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/po-remoncie-2-pokoje-w-kamienicy-na-nowej-pradze-ID43tU3.html#6b0178d9fc,480.0,599000.0
 Bielany,37.0,2,wtórny,blok,0.0,10.0,1971.0,do zamieszkania,spółdzielcze własnościowe,plastikowe,,https://www.otodom.pl/oferta/dwa-pokoje-na-bielanach-gotowe-do-wprowadzenia-ID43tYr.html#9baf42a8e6,460.0,369000.0
 Białołęka,90.0,4,wtórny,blok,4.0,4.0,2010.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-90-m-warszawa-ID43tYv.html#9baf42a8e6,800.0,649900.0
 Białołęka,51.47,3,wtórny,blok,3.0,3.0,2002.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/3-pokoje-z-loggia-piwnica-miejscem-parkingowym-ID43tYx.html#9baf42a8e6,507.0,430000.0
 Białołęka,44.5,2,wtórny,blok,1.0,3.0,2004.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-44-50-m-warszawa-ID43tYy.html#9baf42a8e6,346.0,320000.0
 Targówek,120.0,5,wtórny,blok,2.0,2.0,1998.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-120-m-warszawa-ID43tYu.html#9baf42a8e6,1.0,870000.0
 Praga-Południe,39.9,1,wtórny,kamienica,2.0,2.0,1960.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/kawalerka-z-balkonem-na-saskiej-kepie-ID43tYz.html#9baf42a8e6,,570000.0
 Śródmieście,84.0,4,wtórny,blok,6.0,8.0,1993.0,do zamieszkania,pełna własność,drewniane,,https://www.otodom.pl/oferta/czteropokojowe-wygodne-komfortowe-w-centrum-ID43tYs.html#9baf42a8e6,800.0,1140000.0
 Śródmieście,65.0,3,wtórny,kamienica,5.0,5.0,1932.0,do zamieszkania,pełna własność,plastikowe,kotłownia,https://www.otodom.pl/oferta/aaa-mieszkanie-przy-filtrach-w-dobre-rece-ID3UQik.html#9baf42a8e6,440.0,729000.0
 Białołęka,76.0,3,wtórny,blok,0.0,3.0,2003.0,do wykończenia,pełna własność,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-76-m-warszawa-ID43tYw.html#9baf42a8e6,,590000.0
 Praga-Południe,31.82,2,wtórny,apartamentowiec,1.0,8.0,2019.0,,,,miejskie,https://www.otodom.pl/oferta/2-pokoje-w-cenie-kawalerki-stan-deweloperski-ID43mzA.html#9baf42a8e6,,338000.0
 Praga-Południe,33.48,2,wtórny,,1.0,4.0,1960.0,,,,,https://www.otodom.pl/oferta/mieszkanie-33-48-m-warszawa-ID43tYA.html#9baf42a8e6,400.0,400000.0
 Praga-Północ,37.2,3,wtórny,kamienica,3.0,4.0,1936.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/bezposrednio-studio-k-portu-praskiego-ID43awZ.html#9baf42a8e6,,519000.0
 Wola,50.0,2,wtórny,blok,1.0,8.0,1957.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/anielewicza-warszawa-mieszkanie-50m-piwnica-3m-ID43kMa.html#9baf42a8e6,700.0,535000.0
 Bielany,46.0,3,wtórny,,3.0,3.0,1955.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/trzy-pokoje-na-starych-bielanach-ID43pub.html#9baf42a8e6,450.0,450000.0
 Mokotów,55.91,2,pierwotny,apartamentowiec,1.0,5.0,2020.0,do wykończenia,,,miejskie,https://www.otodom.pl/oferta/56-mkw-nowy-budynek-mokotow-3-km-do-mordoru-ID43eIr.html#9baf42a8e6,,553500.0
 Praga-Południe,68.0,5,wtórny,blok,0.0,4.0,1992.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/ul-jugoslowianska-5pokoi-po-remoncie-627tys-ID43tYD.html#9baf42a8e6,550.0,627000.0
 Ochota,37.2,2,wtórny,blok,2.0,4.0,1970.0,do zamieszkania,spółdzielcze własnościowe,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-37-m2-warszawa-ochota-ID43tZB.html#9baf42a8e6,390.0,380000.0
 Wilanów,53.3,2,wtórny,blok,3.0,4.0,2008.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-warszawa-wilanow-ID43tN0.html#9baf42a8e6,,690000.0
 Wilanów,56.0,2,wtórny,apartamentowiec,2.0,2.0,2015.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/apartament-z-pelnym-wyposazeniem-56m2-2msca-2kom-ID43u0q.html#9baf42a8e6,430.0,715000.0
 Wola,61.0,3,wtórny,kamienica,3.0,4.0,1951.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/trzy-pokoje-na-muranowie-ID43u0C.html#9baf42a8e6,600.0,625000.0
 Bielany,46.0,2,wtórny,kamienica,2.0,3.0,1951.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/bezposrednio-2-pokoje-stare-bielany-kamienica-ID43u0u.html#9baf42a8e6,560.0,499000.0
 mazowieckie,45.0,2,wtórny,blok,1.0,7.0,2011.0,do zamieszkania,,plastikowe,miejskie,https://www.otodom.pl/oferta/nowoczesne-dwupokojowe-na-osiedlu-saska-ID43u0i.html#9baf42a8e6,300.0,529000.0
 Białołęka,32.5,1,wtórny,blok,0.0,3.0,2003.0,do remontu,pełna własność,plastikowe,inne,https://www.otodom.pl/oferta/mieszkanie-32-50-m-warszawa-ID43tZU.html#9baf42a8e6,200.0,285000.0
 Wola,76.0,3,pierwotny,,6.0,12.0,2019.0,,,,,https://www.otodom.pl/oferta/3-pokoje-w-prestizowej-lokalizacji-76-m2-wola-ID43u0D.html#9baf42a8e6,,780000.0
 Bielany,54.0,3,wtórny,blok,2.0,4.0,1968.0,,,plastikowe,miejskie,https://www.otodom.pl/oferta/trzy-pokoje-przy-stacji-metra-na-bielanach-ID43u0A.html#9baf42a8e6,500.0,468000.0
 Targówek,63.35,3,wtórny,apartamentowiec,2.0,5.0,2019.0,do zamieszkania,pełna własność,,,https://www.otodom.pl/oferta/nowe-3-pokoje-wykonczone-metro-szkola-2x-garaz-ID43kFM.html#9baf42a8e6,,699000.0
 Śródmieście,80.0,3,pierwotny,apartamentowiec,1.0,4.0,2019.0,,,drewniane,,https://www.otodom.pl/oferta/apartament-80m2-2-min-od-lazienek-krolewskich-ID43rzl.html#9baf42a8e6,,1164000.0
 Praga-Południe,118.18,4,wtórny,apartamentowiec,3.0,4.0,2007.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/prestizowy-apartament-w-cenrtum-saskiej-kepy-ID43u0V.html#9baf42a8e6,1.0,1845000.0
 Wilanów,104.0,3,wtórny,,2.0,4.0,2011.0,,pełna własność,,,https://www.otodom.pl/oferta/wyjatkowy-apartament-w-miasteczku-wilanow-ID43u0Z.html#9baf42a8e6,,1800000.0
 Śródmieście,31.0,2,pierwotny,,,,,,,,,https://www.otodom.pl/oferta/jak-zlota-44-cosmopolitan-zainwestuj-zamieszkaj-ID43u0W.html#9baf42a8e6,,325000.0
 Wola,92.0,4,pierwotny,apartamentowiec,3.0,8.0,2019.0,,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/apartament-92m2-13m2-loggi-5min-do-metra-ID43rzk.html#9baf42a8e6,,1137000.0
 Mokotów,161.0,4,pierwotny,apartamentowiec,1.0,2.0,2019.0,,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/apartament-mokotow-161m2-23m2-tarasu-ID43rCa.html#9baf42a8e6,,2460000.0
 Mokotów,90.0,3,wtórny,blok,1.0,3.0,2006.0,do zamieszkania,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/marina-mokotow-3-pok-90-m2-klimatyzacja-garaz-ID43hEr.html#9baf42a8e6,840.0,1199000.0
 Praga-Południe,72.0,3,wtórny,,7.0,13.0,1982.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/przestronne-mieszkanie-o-pow-72-m2-ul-iganska-ID40vvU.html#9baf42a8e6,,575000.0
 Mokotów,44.0,2,wtórny,apartamentowiec,3.0,7.0,2001.0,do zamieszkania,pełna własność,,miejskie,https://www.otodom.pl/oferta/2-pokoje-z-najemca-firma-metro-sluzew-10minut-ID43oZi.html#9baf42a8e6,570.0,549000.0
 Żoliborz,134.4,4,wtórny,apartamentowiec,5.0,5.0,2000.0,do zamieszkania,,,miejskie,https://www.otodom.pl/oferta/piekny-apartament-z-3-syp-przy-kepie-potockiej-ID3SYOo.html#9baf42a8e6,1.0,1870000.0
 Wilanów,104.0,4,pierwotny,blok,4.0,4.0,2018.0,do wykończenia,pełna własność,drewniane,miejskie,https://www.otodom.pl/oferta/penthouse-wilanow-bezposrednio-ID42KYG.html#9baf42a8e6,,1455000.0
 Bemowo,36.0,2,wtórny,,8.0,10.0,1986.0,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/atrakcyjne-mieszkanie-dwupokojowe-okazja-ID43u1M.html#9baf42a8e6,380.0,345000.0
 Mokotów,60.68,3,wtórny,,2.0,6.0,1960.0,,,,,https://www.otodom.pl/oferta/3-pokoje-obok-parku-morskie-oko-ID43guq.html#9baf42a8e6,693.0,630000.0
 Ochota,55.19,2,wtórny,,5.0,6.0,1950.0,,,,,https://www.otodom.pl/oferta/rokladowe-2-pokoje-na-starej-ochocie-ID42WHi.html#9baf42a8e6,600.0,549000.0
 Wola,80.4,3,wtórny,blok,1.0,7.0,2013.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/komfortowe-jana-kazimierza-3-pok-80m2-ID430E7.html#9baf42a8e6,800.0,940000.0
 Wola,72.3,3,wtórny,blok,0.0,4.0,2016.0,do zamieszkania,pełna własność,plastikowe,,https://www.otodom.pl/oferta/kolska-3-pok-ogrodek-super-oferta-6-ID43syp.html#9baf42a8e6,650.0,999000.0
 Bemowo,68.0,4,wtórny,blok,2.0,8.0,11996.0,do zamieszkania,spółdzielcze wł. z KW,plastikowe,miejskie,https://www.otodom.pl/oferta/4-pokoje-piekne-gorce-metro-ID43eO7.html#9baf42a8e6,600.0,658000.0
 Białołęka,40.4,1,wtórny,blok,0.0,3.0,2005.0,,,plastikowe,,https://www.otodom.pl/oferta/mieszkanie-40-40-m-warszawa-ID43u3h.html#9baf42a8e6,400.0,349000.0
 Targówek,57.0,3,wtórny,blok,3.0,3.0,20404.0,do zamieszkania,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/targowek-2004r-dwupoziomowe-57m2-bez-prowizji-ID43u27.html#9baf42a8e6,377.0,389000.0
 Targówek,39.0,2,wtórny,blok,0.0,4.0,1968.0,,,plastikowe,miejskie,https://www.otodom.pl/oferta/mieszkanie-39-m-warszawa-ID43u3i.html#9baf42a8e6,350.0,359000.0
 Mokotów,45.0,2,wtórny,apartamentowiec,2.0,2.0,,do zamieszkania,,,,https://www.otodom.pl/oferta/sprzedam-w-pelni-umeblowane-mieszkanie-m-parkingow-ID43hFb.html#9baf42a8e6,480.0,670000.0
 Targówek,26.0,1,wtórny,blok,4.0,4.0,,,pełna własność,plastikowe,miejskie,https://www.otodom.pl/oferta/sprzedam-bezposrednio-kawalerka-na-brodnie-ID42ZHE.html#9baf42a8e6,,259000.0
 Mokotów,40.16,2,wtórny,blok,2.0,4.0,,,,,miejskie,https://www.otodom.pl/oferta/2-pokoje-z-oknami-na-poludnie-klucze-w-lutym-ID43u45.html#9baf42a8e6,,370000.0
